Date,Time,Latitude,Logitude,Earthquake Depth in KM,Magnitude,Magnitude Type,Gap,Place,Type
2008/02/06,2008/02/06T05:43:15.720Z,44.35,149.332,44.4,4.7,mb,135.9,Kuril Islands,earthquake
2008/02/05,2008/02/05T04:54:14.900Z,46.889,152.779,46.9,4.6,mb,103.4,Kuril Islands,earthquake
2008/02/04,2008/02/04T10:57:59.610Z,43.572,147.275,63,4.5,mb,135.3,Kuril Islands,earthquake
2008/02/04,2008/02/04T10:33:29.670Z,49.348,155.188,64.3,5,mwc,121.7,Kuril Islands,earthquake
2008/02/03,2008/02/03T12:48:06.390Z,49.672,155.805,46.3,4.5,mb,135.3,Kuril Islands,earthquake
2008/02/02,2008/02/02T07:42:17.310Z,46.381,152.707,49.2,4.5,mb,136.2,Kuril Islands,earthquake
2008/02/01,2008/02/01T14:12:18.390Z,28.983,142.333,10,5.2,mwb,31.6,"Bonin Islands, Japan region",earthquake
2008/01/28,2008/01/28T04:05:13.430Z,49.666,155.859,47.8,5,mwc,97.1,Kuril Islands,earthquake
2008/01/27,2008/01/27T17:45:53.370Z,46.932,152.805,52.5,4.6,mb,85.3,Kuril Islands,earthquake
2008/01/25,2008/01/25T19:33:24.890Z,37.247,136.706,11.3,4.6,mwr,67.6,"near the west coast of Honshu, Japan",earthquake
2008/01/25,2008/01/25T11:49:03.480Z,46.435,149.838,176,4.5,mb,101.8,Kuril Islands,earthquake
2008/01/24,2008/01/24T00:28:16.400Z,29.297,141.899,37.5,4.9,mwr,66.7,"Izu Islands, Japan region",earthquake
2008/01/23,2008/01/23T18:27:24.780Z,28.295,139.766,434.2,4.8,mwr,72.7,"Bonin Islands, Japan region",earthquake
2008/01/23,2008/01/23T03:18:16.440Z,47.47,153.755,26.9,4.6,mb,103.8,Kuril Islands,earthquake
2008/01/22,2008/01/22T19:34:47.940Z,42.283,142.969,84.2,4.9,mwr,91.3,"Hokkaido, Japan region",earthquake
2008/01/21,2008/01/21T03:24:11.350Z,46.113,153.607,48.5,4.8,mb,136.7,Kuril Islands,earthquake
2008/01/21,2008/01/21T03:12:22.640Z,41.201,142.064,70.9,4.7,mwr,133.8,"Hokkaido, Japan region",earthquake
2008/01/18,2008/01/18T11:34:40.730Z,25.201,140.935,190.8,5.2,mwc,72.8,"Volcano Islands, Japan region",earthquake
2008/01/15,2008/01/15T17:55:41.670Z,36.546,141.123,42.1,4.7,mwr,83.4,"near the east coast of Honshu, Japan",earthquake
2008/01/14,2008/01/14T17:39:19.530Z,46.964,155.823,10,4.7,mb,138.6,east of the Kuril Islands,earthquake
2008/01/13,2008/01/13T19:28:24.800Z,46.673,152.543,71.9,4.6,mb,103,Kuril Islands,earthquake
2008/01/12,2008/01/12T21:29:20.380Z,47.029,152.886,67.5,4.5,mb,133.5,Kuril Islands,earthquake
2008/01/12,2008/01/12T03:36:06.540Z,43.153,146.16,30.5,4.8,mb,93.3,Kuril Islands,earthquake
2008/01/10,2008/01/10T23:00:31.670Z,39.374,141.953,46.5,4.6,mwr,126.1,"eastern Honshu, Japan",earthquake
2008/01/09,2008/01/09T11:56:51.200Z,26.924,129.95,30,4.6,mwr,112.8,"Ryukyu Islands, Japan",earthquake
2008/01/06,2008/01/06T08:14:52.600Z,44.498,147.356,63.9,4.6,mb,126.8,Kuril Islands,earthquake
2008/01/06,2008/01/06T04:51:28.040Z,44.311,147.22,104,4.9,mb,80.3,Kuril Islands,earthquake
2007/12/31,2007/12/31T14:40:01.980Z,27.308,140.191,366,4.8,mwr,71.3,"Bonin Islands, Japan region",earthquake
2007/12/31,2007/12/31T06:30:48.710Z,46.448,152.903,10,4.6,mb,136.2,Kuril Islands,earthquake
2007/12/30,2007/12/30T12:47:53.140Z,27.186,139.885,497.2,4.9,mwr,94.7,"Bonin Islands, Japan region",earthquake
2007/12/28,2007/12/28T19:33:00.670Z,29.901,142.177,4.8,4.5,mb,127.6,"Izu Islands, Japan region",earthquake
2007/12/28,2007/12/28T19:22:49.340Z,29.972,142.215,4.9,5.1,mwc,65.3,"Izu Islands, Japan region",earthquake
2007/12/27,2007/12/27T16:49:20.350Z,45.688,154.072,10,4.9,mwc,73.1,east of the Kuril Islands,earthquake
2007/12/25,2007/12/25T14:04:34.730Z,38.503,142.026,48.4,6.1,mwc,47.4,"near the east coast of Honshu, Japan",earthquake
2007/12/25,2007/12/25T02:04:26.830Z,46.493,153.024,29.4,4.8,mb,102.8,Kuril Islands,earthquake
2007/12/24,2007/12/24T18:36:29.310Z,48.159,154.679,24.1,4.7,mb,135.9,Kuril Islands,earthquake
2007/12/23,2007/12/23T09:53:11.190Z,41.602,142.036,58.8,4.9,mwc,117,"Hokkaido, Japan region",earthquake
2007/12/22,2007/12/22T17:49:08.030Z,31.381,131.398,34.3,4.9,mwc,107,"Kyushu, Japan",earthquake
2007/12/22,2007/12/22T16:58:32.220Z,44.487,146.532,120.7,4.7,mb,134.6,Kuril Islands,earthquake
2007/12/22,2007/12/22T15:51:05.220Z,25.541,141.222,35,4.5,mb,79.4,"Volcano Islands, Japan region",earthquake
2007/12/22,2007/12/22T08:51:43.720Z,34.579,140.244,101.1,4.5,mwr,191.4,"near the east coast of Honshu, Japan",earthquake
2007/12/21,2007/12/21T22:05:11.570Z,26.877,126.746,110.4,5.2,mwc,35.1,"Ryukyu Islands, Japan",earthquake
2007/12/21,2007/12/21T18:38:24.440Z,44.544,146.451,120.1,4.5,mb,85.1,Kuril Islands,earthquake
2007/12/20,2007/12/20T00:36:52.790Z,48.036,154.975,12.1,5,mwc,114.1,Kuril Islands,earthquake
2007/12/19,2007/12/19T02:44:27.120Z,44.552,147.244,126.6,4.5,mb,126.7,Kuril Islands,earthquake
2007/12/16,2007/12/16T08:23:35.310Z,41.237,131.409,549.3,4.5,mb,77.8,Sea of Japan,earthquake
2007/12/15,2007/12/15T09:46:55.590Z,44.496,150.049,27,4.8,mb,186.5,east of the Kuril Islands,earthquake
2007/12/14,2007/12/14T20:08:53.920Z,48.157,154.403,44,4.6,mb,114.7,Kuril Islands,earthquake
2007/12/14,2007/12/14T14:00:32.030Z,45.814,152.957,35,4.8,mb,134,east of the Kuril Islands,earthquake
2007/12/11,2007/12/11T21:12:08.260Z,45.391,149.879,51.8,4.8,mb,87.8,Kuril Islands,earthquake
2007/12/11,2007/12/11T19:36:24.260Z,46.663,152.865,45,4.9,mwc,136.5,Kuril Islands,earthquake
2007/12/11,2007/12/11T08:08:01.560Z,48.221,154.22,47.5,4.6,mb,136.2,Kuril Islands,earthquake
2007/12/09,2007/12/09T23:36:40.760Z,46.784,153.073,50.9,4.8,mb,103.8,Kuril Islands,earthquake
2007/12/07,2007/12/07T22:51:00.450Z,28.235,138.811,513.8,4.8,mb,38.9,"Bonin Islands, Japan region",earthquake
2007/12/07,2007/12/07T11:30:12.130Z,46.643,152.302,70.3,5.3,mb,102.8,Kuril Islands,earthquake
2007/12/07,2007/12/07T00:47:37.620Z,29.935,141.003,85.5,5.9,mwc,19.4,"Izu Islands, Japan region",earthquake
2007/12/06,2007/12/06T21:21:28.490Z,31.769,141.695,35,5.3,mwc,97.3,"Izu Islands, Japan region",earthquake
2007/12/04,2007/12/04T00:14:12.470Z,42.122,133.763,447.6,4.6,mb,51.7,"Primor'ye, Russia",earthquake
2007/12/03,2007/12/03T16:33:52.760Z,30.597,138.763,20.6,5.2,mwc,67.2,"Izu Islands, Japan region",earthquake
2007/12/01,2007/12/01T22:02:02.210Z,45.34,151.23,46.6,4.6,mb,83.6,Kuril Islands,earthquake
2007/12/01,2007/12/01T07:16:08.860Z,27.791,139.818,491,4.8,mb,73.9,"Bonin Islands, Japan region",earthquake
2007/12/01,2007/12/01T07:15:24.660Z,27.737,139.898,469.2,5.3,mwc,38.7,"Bonin Islands, Japan region",earthquake
2007/11/30,2007/11/30T09:36:58.080Z,36.427,140.696,52.9,4.6,mwr,86.4,"near the east coast of Honshu, Japan",earthquake
2007/11/29,2007/11/29T22:27:23.680Z,35.505,141.16,37.2,4.7,mwr,135,"near the east coast of Honshu, Japan",earthquake
2007/11/29,2007/11/29T15:28:56.180Z,46.116,152.305,26.9,5,mb,81.8,Kuril Islands,earthquake
2007/11/27,2007/11/27T10:22:04.210Z,42.017,142.178,74.1,4.6,mwr,133.6,"Hokkaido, Japan region",earthquake
2007/11/26,2007/11/26T18:44:46.810Z,46.465,152.316,85.5,5,mb,137.8,Kuril Islands,earthquake
2007/11/26,2007/11/26T13:51:39.800Z,37.392,141.586,42.4,5.9,mwc,43.8,"near the east coast of Honshu, Japan",earthquake
2007/11/25,2007/11/25T21:42:10.660Z,37.938,141.458,91.8,4.6,mb,121.3,"near the east coast of Honshu, Japan",earthquake
2007/11/24,2007/11/24T19:33:53.570Z,25.515,124.723,121.4,4.5,mb,96.4,northeast of Taiwan,earthquake
2007/11/23,2007/11/23T07:08:18.960Z,48.832,154.875,40.3,4.9,mwc,85,Kuril Islands,earthquake
2007/11/21,2007/11/21T13:45:54.880Z,46.684,152.593,49.7,4.6,mb,136,Kuril Islands,earthquake
2007/11/20,2007/11/20T18:03:52.050Z,32.339,140.303,10,4.8,mb,148.4,"Izu Islands, Japan region",earthquake
2007/11/20,2007/11/20T11:46:31.390Z,32.665,140.669,70,5,mwc,40.3,"Izu Islands, Japan region",earthquake
2007/11/19,2007/11/19T17:49:08.670Z,27.581,141.532,76.4,5.1,mb,58,"Bonin Islands, Japan region",earthquake
2007/11/19,2007/11/19T03:55:28.240Z,25.77,128.682,35,4.5,m,191.6,"Ryukyu Islands, Japan",earthquake
2007/11/19,2007/11/19T02:54:02.730Z,43.227,147.66,44,5,mb,134.6,Kuril Islands,earthquake
2007/11/17,2007/11/17T10:09:27.780Z,43.679,147.495,47,4.8,mb,121.8,Kuril Islands,earthquake
2007/11/15,2007/11/15T13:25:47.360Z,46.575,152.697,10,4.7,mb,91.4,Kuril Islands,earthquake
2007/11/14,2007/11/14T14:37:08.160Z,31.187,141.755,4.2,4.5,mwr,106.2,"Izu Islands, Japan region",earthquake
2007/11/13,2007/11/13T09:52:25.710Z,44.536,146.985,22.9,4.5,mb,134.8,Kuril Islands,earthquake
2007/11/11,2007/11/11T08:22:08.320Z,29.429,130.416,31.7,5.1,mwr,86.3,"Ryukyu Islands, Japan",earthquake
2007/11/09,2007/11/09T12:01:30.490Z,48.061,154.925,10,5,mb,136,Kuril Islands,earthquake
2007/11/07,2007/11/07T13:37:57.850Z,47.359,153.17,56.5,4.8,mb,127.3,Kuril Islands,earthquake
2007/11/07,2007/11/07T11:05:41.720Z,38.358,141.611,61.3,4.5,mwr,114.3,"near the east coast of Honshu, Japan",earthquake
2007/11/07,2007/11/07T07:45:37.420Z,48.272,153.06,157.8,4.5,mb,135.2,Kuril Islands,earthquake
2007/11/05,2007/11/05T19:40:17.470Z,47.584,151.591,168.5,4.5,mb,95.8,Kuril Islands,earthquake
2007/11/05,2007/11/05T00:23:30.580Z,46.734,152.738,67.3,4.5,mb,136,Kuril Islands,earthquake
2007/11/03,2007/11/03T10:42:11.280Z,44.431,147.198,85.5,5,mb,134.9,Kuril Islands,earthquake
2007/11/02,2007/11/02T17:54:33.950Z,48.014,154.859,10,4.6,mb,195,Kuril Islands,earthquake
2007/11/02,2007/11/02T13:23:51.820Z,46.639,152.895,10,4.6,mb,124.6,Kuril Islands,earthquake
2007/11/02,2007/11/02T07:08:35.630Z,30.213,138.593,428.8,4.8,mb,126.1,"Izu Islands, Japan region",earthquake
2007/11/02,2007/11/02T00:45:33.550Z,48.388,154.731,37.4,4.8,mb,94.9,Kuril Islands,earthquake
2007/11/01,2007/11/01T21:28:58.870Z,43.514,147.149,39.4,4.9,mb,127.1,Kuril Islands,earthquake
2007/11/01,2007/11/01T15:21:39.820Z,44.492,149.831,49.7,4.6,mb,137.5,Kuril Islands,earthquake
2007/11/01,2007/11/01T05:48:07.010Z,44.532,149.867,50.3,4.7,mb,137.5,Kuril Islands,earthquake
2007/10/30,2007/10/30T23:00:39.900Z,46.115,143.573,333.7,4.6,mb,120.9,"Sakhalin, Russia",earthquake
2007/10/30,2007/10/30T00:58:55.760Z,29.321,130.393,45,4.7,mb,134.7,"Ryukyu Islands, Japan",earthquake
2007/10/27,2007/10/27T19:00:52.700Z,45.621,154.017,10,4.8,mb,82.5,east of the Kuril Islands,earthquake
2007/10/27,2007/10/27T18:53:12.600Z,43.56,147.53,43.8,4.8,mb,135.4,Kuril Islands,earthquake
2007/10/25,2007/10/25T13:50:04.260Z,46.011,154.231,20,6.1,mwc,38.6,east of the Kuril Islands,earthquake
2007/10/24,2007/10/24T09:56:26.460Z,43.395,146.783,35.9,4.9,mb,87.1,Kuril Islands,earthquake
2007/10/23,2007/10/23T05:47:33.580Z,46.582,152.649,48.9,4.8,mb,102.9,Kuril Islands,earthquake
2007/10/23,2007/10/23T01:22:56.750Z,37.682,141.692,42.2,4.5,m,203.1,"near the east coast of Honshu, Japan",earthquake
2007/10/20,2007/10/20T03:14:53.390Z,41.423,142.492,49.5,4.5,mwr,132.5,"Hokkaido, Japan region",earthquake
2007/10/19,2007/10/19T05:00:57.320Z,46.872,150.948,173.8,4.8,mb,135.2,Kuril Islands,earthquake
2007/10/18,2007/10/18T16:05:35.060Z,49.543,155.776,66.5,4.5,mb,125.3,Kuril Islands,earthquake
2007/10/18,2007/10/18T15:09:12.580Z,24.166,126.286,2.1,4.5,mwr,81.8,"Ryukyu Islands, Japan",earthquake
2007/10/18,2007/10/18T01:59:46.120Z,46.971,152.728,87.3,4.6,mb,103.5,Kuril Islands,earthquake
2007/10/17,2007/10/17T10:58:45.100Z,26.72,128.539,44.2,5.4,mwc,79.9,"Ryukyu Islands, Japan",earthquake
2007/10/16,2007/10/16T06:19:45.190Z,27.068,142.882,38.9,4.8,mb,105.4,"Bonin Islands, Japan region",earthquake
2007/10/16,2007/10/16T06:04:49.400Z,27.027,142.914,35.1,4.9,mwc,50.7,"Bonin Islands, Japan region",earthquake
2007/10/16,2007/10/16T04:59:33.610Z,43.873,148.248,24.4,4.6,mb,82.7,east of the Kuril Islands,earthquake
2007/10/16,2007/10/16T01:16:14.400Z,34.976,136.74,328.2,4.8,mwr,111.6,"western Honshu, Japan",earthquake
2007/10/14,2007/10/14T15:06:58.300Z,45.646,149.637,91.9,4.8,mwc,92.1,Kuril Islands,earthquake
2007/10/11,2007/10/11T05:49:24.400Z,46.956,153.187,72.9,4.6,mb,137.9,Kuril Islands,earthquake
2007/10/11,2007/10/11T04:35:43.460Z,46.902,141.805,10,4.6,mb,83.2,"Sakhalin, Russia",earthquake
2007/10/10,2007/10/10T15:39:07.860Z,44.196,149.376,53,4.5,mb,137.5,Kuril Islands,earthquake
2007/10/09,2007/10/09T15:51:25.760Z,41.942,143.667,35,4.5,mwr,83,"Hokkaido, Japan region",earthquake
2007/10/09,2007/10/09T02:30:47.050Z,43.511,146.704,36.1,4.5,mb,135.1,Kuril Islands,earthquake
2007/10/08,2007/10/08T17:10:35.430Z,43.553,146.748,41,5.8,mwb,23.6,Kuril Islands,earthquake
2007/10/07,2007/10/07T13:36:06.150Z,35.567,140.505,57.9,5,mwc,92.3,"near the east coast of Honshu, Japan",earthquake
2007/10/07,2007/10/07T08:33:20.280Z,44.423,148.809,80.4,4.9,mb,98,Kuril Islands,earthquake
2007/10/06,2007/10/06T12:56:59.270Z,44.302,145.46,144.5,4.6,mb,103,"Hokkaido, Japan region",earthquake
2007/10/04,2007/10/04T04:48:04.690Z,27.923,139.559,502.9,5,mwr,53.7,"Bonin Islands, Japan region",earthquake
2007/10/03,2007/10/03T19:35:18.230Z,49.408,155.701,73.5,4.9,mb,107.8,Kuril Islands,earthquake
2007/10/03,2007/10/03T02:07:47.430Z,25.488,124.576,128.9,4.8,mb,95.9,northeast of Taiwan,earthquake
2007/10/01,2007/10/01T11:19:33.850Z,46.815,152.836,63.6,4.7,mb,136,Kuril Islands,earthquake
2007/10/01,2007/10/01T06:35:42.160Z,44.008,149.004,32.4,4.5,mb,135.9,Kuril Islands,earthquake
2007/09/30,2007/09/30T20:38:17.550Z,48.707,154.811,63,4.5,mb,135.6,Kuril Islands,earthquake
2007/09/30,2007/09/30T17:21:16.530Z,35.183,138.994,32.9,4.7,mwr,53.1,"eastern Honshu, Japan",earthquake
2007/09/25,2007/09/25T15:01:24.790Z,45.175,150.305,49.5,4.8,mb,88.1,Kuril Islands,earthquake
2007/09/24,2007/09/24T18:09:51.820Z,31.401,140.159,100,4.5,mwr,59.4,"Izu Islands, Japan region",earthquake
2007/09/24,2007/09/24T05:46:11.810Z,46.918,152.722,63.1,4.6,mb,135.9,Kuril Islands,earthquake
2007/09/23,2007/09/23T00:28:46.230Z,47.613,152.964,58.6,4.5,mb,119.1,Kuril Islands,earthquake
2007/09/22,2007/09/22T08:00:18.940Z,24.855,125.267,54.4,5.1,mwc,64.3,"southwestern Ryukyu Islands, Japan",earthquake
2007/09/21,2007/09/21T13:40:32.390Z,35.068,141.134,19.3,4.7,mwr,118.1,"near the east coast of Honshu, Japan",earthquake
2007/09/21,2007/09/21T00:25:58.840Z,35.066,140.405,78.9,4.5,mb,233,"near the east coast of Honshu, Japan",earthquake
2007/09/20,2007/09/20T22:54:31.480Z,35.185,140.832,44.8,5,mwc,80.8,"near the east coast of Honshu, Japan",earthquake
2007/09/18,2007/09/18T05:01:29.530Z,25.069,141.376,35,4.5,mb,192.4,"Volcano Islands, Japan region",earthquake
2007/09/16,2007/09/16T21:16:48.310Z,47.136,155.629,19.4,5,mwc,93.4,east of the Kuril Islands,earthquake
2007/09/16,2007/09/16T20:54:53.920Z,47.892,154.117,71.8,4.5,mb,135.8,Kuril Islands,earthquake
2007/09/14,2007/09/14T06:48:11.630Z,48.266,154.713,35.9,4.6,mb,137.9,Kuril Islands,earthquake
2007/09/12,2007/09/12T23:08:22.370Z,46.373,153.06,36.7,4.5,mb,173.3,Kuril Islands,earthquake
2007/09/10,2007/09/10T05:29:00.040Z,41.99,142.567,62.7,4.5,mwr,85.2,"Hokkaido, Japan region",earthquake
2007/09/09,2007/09/09T08:52:48.010Z,26.373,125.896,35,4.5,mb,132,northeast of Taiwan,earthquake
2007/09/07,2007/09/07T14:36:15.870Z,27.997,129.44,37.1,4.6,mwr,67.5,"Ryukyu Islands, Japan",earthquake
2007/09/07,2007/09/07T12:22:11.470Z,46.226,153.649,35,4.8,mwc,49.3,Kuril Islands,earthquake
2007/09/07,2007/09/07T09:31:00.090Z,29.951,138.648,425.6,4.8,mwr,55.4,"Izu Islands, Japan region",earthquake
2007/09/06,2007/09/06T00:31:25.450Z,46.823,155.446,35,4.5,mb,138.6,east of the Kuril Islands,earthquake
2007/09/05,2007/09/05T14:22:17.540Z,48.331,154.738,37.5,4.9,mb,97.5,Kuril Islands,earthquake
2007/09/04,2007/09/04T17:21:21.780Z,49.775,153.313,190,4.5,mb,134.5,Kuril Islands,earthquake
2007/09/04,2007/09/04T06:20:12.430Z,47.087,152.796,88,4.7,mb,135.8,Kuril Islands,earthquake
2007/09/03,2007/09/03T17:16:44.860Z,48.144,155.158,39.5,4.6,mb,136.1,Kuril Islands,earthquake
2007/09/03,2007/09/03T16:14:53.570Z,45.836,150.06,94,6.2,mwc,24.1,Kuril Islands,earthquake
2007/09/02,2007/09/02T21:00:49.890Z,50.335,155.545,147.6,4.5,mb,109.1,Kuril Islands,earthquake
2007/09/01,2007/09/01T02:19:41.810Z,47.366,155.011,10,4.5,mb,104.7,east of the Kuril Islands,earthquake
2007/08/30,2007/08/30T07:11:28.410Z,25.848,143.718,0.7,4.7,mb,106.6,"Volcano Islands, Japan region",earthquake
2007/08/28,2007/08/28T10:57:09.930Z,46.077,149.552,144.1,4.6,mb,101.1,Kuril Islands,earthquake
2007/08/28,2007/08/28T01:16:04.580Z,49.69,154.29,115.6,5.6,mwc,55.2,Kuril Islands,earthquake
2007/08/27,2007/08/27T03:21:07.860Z,25.401,141.087,121.1,4.5,mwr,57.6,"Volcano Islands, Japan region",earthquake
2007/08/27,2007/08/27T00:59:26.180Z,47.717,154.572,29.7,4.7,mb,127.6,Kuril Islands,earthquake
2007/08/26,2007/08/26T05:31:10.550Z,43.799,147.107,57.2,5.4,mwc,79.1,Kuril Islands,earthquake
2007/08/25,2007/08/25T17:13:48.890Z,46.612,152.67,49.3,4.8,mb,101.3,Kuril Islands,earthquake
2007/08/24,2007/08/24T04:20:03.130Z,41.807,143.277,14.8,5,mwc,152,"Hokkaido, Japan region",earthquake
2007/08/23,2007/08/23T17:42:34.670Z,46.361,152.421,86.2,4.5,mb,137.8,Kuril Islands,earthquake
2007/08/23,2007/08/23T03:14:34.220Z,48.008,155.247,34.7,4.9,mb,105.7,Kuril Islands,earthquake
2007/08/22,2007/08/22T20:31:17.780Z,26.024,125.286,131.8,4.7,mb,95.6,northeast of Taiwan,earthquake
2007/08/22,2007/08/22T17:14:08.060Z,31.386,140.095,61.5,4.9,mb,120.8,"Izu Islands, Japan region",earthquake
2007/08/22,2007/08/22T07:26:24.100Z,42.02,140.638,123.6,5.6,mwc,30.7,"Hokkaido, Japan region",earthquake
2007/08/21,2007/08/21T11:05:02.880Z,43.754,146.015,54.6,5.1,mb,165,Kuril Islands,earthquake
2007/08/19,2007/08/19T19:33:58.440Z,36.28,137.166,265.2,4.6,mb,110.7,"eastern Honshu, Japan",earthquake
2007/08/19,2007/08/19T14:16:11.050Z,33.008,136.009,436,4.7,mb,148.2,"near the south coast of western Honshu, Japan",earthquake
2007/08/19,2007/08/19T10:06:52.960Z,27.999,139.369,525.8,4.5,mwr,54,"Bonin Islands, Japan region",earthquake
2007/08/18,2007/08/18T07:55:10.080Z,35.248,140.088,33.3,5.2,mwc,97.2,"near the east coast of Honshu, Japan",earthquake
2007/08/18,2007/08/18T04:36:38.940Z,35.296,140.18,35.2,4.5,mwr,120,"near the east coast of Honshu, Japan",earthquake
2007/08/17,2007/08/17T19:14:44.510Z,35.36,140.18,26.9,5,mwc,112.7,"near the east coast of Honshu, Japan",earthquake
2007/08/16,2007/08/16T00:22:09.900Z,35.296,140.507,11.9,5,mb,126.6,"near the east coast of Honshu, Japan",earthquake
2007/08/15,2007/08/15T23:20:35.320Z,35.29,140.286,44,4.9,mwr,96.6,"near the east coast of Honshu, Japan",earthquake
2007/08/15,2007/08/15T19:15:10.270Z,35.378,140.269,48.7,5.2,mwc,107.6,"near the east coast of Honshu, Japan",earthquake
2007/08/15,2007/08/15T18:21:24.350Z,45.562,150.458,94.1,4.5,mb,135.7,Kuril Islands,earthquake
2007/08/15,2007/08/15T18:03:31.920Z,43.318,146.748,38.2,4.6,mb,135.2,Kuril Islands,earthquake
2007/08/14,2007/08/14T06:55:26.760Z,26.443,142.717,10,4.5,mwr,104.3,"Bonin Islands, Japan region",earthquake
2007/08/14,2007/08/14T04:13:34.450Z,46.877,141.746,10,5.5,mwb,87.8,"Sakhalin, Russia",earthquake
2007/08/13,2007/08/13T06:47:13.020Z,30.021,131.274,33,4.6,mwr,122.5,"Kyushu, Japan",earthquake
2007/08/11,2007/08/11T16:48:31.360Z,30.608,131.575,37.5,4.6,mwr,107.9,"Kyushu, Japan",earthquake
2007/08/10,2007/08/10T21:52:37.770Z,30.036,131.061,26.9,4.8,mwr,114.3,"Kyushu, Japan",earthquake
2007/08/10,2007/08/10T11:47:00.180Z,46.55,153.154,10,5.2,mwc,82.2,Kuril Islands,earthquake
2007/08/09,2007/08/09T20:30:12.380Z,30.074,131.153,29,5,mwc,91.9,"Kyushu, Japan",earthquake
2007/08/09,2007/08/09T12:03:21.820Z,27.601,127.033,10,4.5,m,157.5,"Ryukyu Islands, Japan",earthquake
2007/08/09,2007/08/09T03:34:50.640Z,46.913,141.742,10,4.7,mb,83.7,"Sakhalin, Russia",earthquake
2007/08/08,2007/08/08T15:19:42.560Z,27.385,128.346,47,5.2,mwc,57.2,"Ryukyu Islands, Japan",earthquake
2007/08/07,2007/08/07T05:08:20.120Z,46.691,155.611,27,4.6,mb,104,east of the Kuril Islands,earthquake
2007/08/07,2007/08/07T02:57:20.180Z,27.174,126.66,10,5,mwc,67.3,"northwest of the Ryukyu Islands, Japan",earthquake
2007/08/07,2007/08/07T00:02:24.200Z,27.292,126.836,18.1,6,mwc,31.8,"northwest of the Ryukyu Islands, Japan",earthquake
2007/08/06,2007/08/06T09:29:14.900Z,47.093,152.95,52.8,4.6,mb,135.9,Kuril Islands,earthquake
2007/08/04,2007/08/04T22:21:53.910Z,46.663,141.772,9.1,4.9,mb,113.8,"Sakhalin, Russia",earthquake
2007/08/02,2007/08/02T14:29:03.770Z,46.667,141.766,12,4.6,mb,120.9,"Sakhalin, Russia",earthquake
2007/08/02,2007/08/02T10:43:42.420Z,46.715,142.236,10,4.5,mb,131.9,"Sakhalin, Russia",earthquake
2007/08/02,2007/08/02T10:37:31.590Z,46.626,141.771,10,5.5,mwb,87.2,"Sakhalin, Russia",earthquake
2007/08/02,2007/08/02T10:03:38.130Z,47.061,141.803,10,4.5,mb,96.6,"Tatar Strait, Russia",earthquake
2007/08/02,2007/08/02T08:06:28.810Z,46.743,141.733,10,5.2,mwc,101.9,"Sakhalin, Russia",earthquake
2007/08/02,2007/08/02T06:04:41.630Z,46.625,141.841,10,4.9,mb,125.7,"Sakhalin, Russia",earthquake
2007/08/02,2007/08/02T05:34:57.820Z,46.915,141.685,10,4.7,mb,139.4,"Sakhalin, Russia",earthquake
2007/08/02,2007/08/02T05:22:17.690Z,46.714,141.722,10,5.8,mwc,43.8,"Sakhalin, Russia",earthquake
2007/08/02,2007/08/02T05:02:19.890Z,46.175,141.837,10,4.8,mb,124.5,"Sakhalin, Russia",earthquake
2007/08/02,2007/08/02T05:01:46.300Z,46.595,141.684,10,5.1,mb,107.2,"Sakhalin, Russia",earthquake
2007/08/02,2007/08/02T04:14:05.470Z,46.883,141.645,10,4.5,mb,103.2,"Sakhalin, Russia",earthquake
2007/08/02,2007/08/02T03:45:43.510Z,47.011,141.717,10,4.6,mb,93.4,"Tatar Strait, Russia",earthquake
2007/08/02,2007/08/02T02:59:49.430Z,46.754,141.72,10,4.5,mb,113.6,"Sakhalin, Russia",earthquake
2007/08/02,2007/08/02T02:37:42.380Z,47.116,141.798,5,6.2,mwb,70.1,"Tatar Strait, Russia",earthquake
2007/08/01,2007/08/01T08:16:00.180Z,33.905,136.613,370.5,5.5,mwb,42.2,"near the south coast of western Honshu, Japan",earthquake
2007/08/01,2007/08/01T03:50:24.310Z,30.396,130.67,26.3,4.6,mwr,121,"Kyushu, Japan",earthquake
2007/08/01,2007/08/01T00:27:57.580Z,31.338,142.077,52.4,4.6,mb,65.9,"Izu Islands, Japan region",earthquake
2007/07/31,2007/07/31T15:07:35.320Z,27.343,126.897,10,5.9,mwb,36.2,"northwest of the Ryukyu Islands, Japan",earthquake
2007/07/31,2007/07/31T14:47:09.650Z,27.375,127.1,56.1,4.5,mwr,76,"Ryukyu Islands, Japan",earthquake
2007/07/31,2007/07/31T12:58:28.990Z,28.234,138.939,509,5.4,mwc,38.7,"Bonin Islands, Japan region",earthquake
2007/07/31,2007/07/31T09:51:13.470Z,46.949,155.96,10,4.5,mb,104.4,east of the Kuril Islands,earthquake
2007/07/31,2007/07/31T02:07:01.470Z,48.727,154.558,35,4.5,mb,135.5,Kuril Islands,earthquake
2007/07/30,2007/07/30T06:20:37.740Z,46.785,152.671,34.4,4.7,mb,115.4,Kuril Islands,earthquake
2007/07/29,2007/07/29T22:36:06.430Z,46.66,152.345,46,4.7,mb,82.6,Kuril Islands,earthquake
2007/07/28,2007/07/28T08:55:49.300Z,33.957,137.387,324.4,5.1,mwr,34.2,"near the south coast of Honshu, Japan",earthquake
2007/07/26,2007/07/26T03:27:58.400Z,27.774,139.791,493.3,4.6,mwr,53.3,"Bonin Islands, Japan region",earthquake
